,First Name,Gender,Start Date,Last Login Time,Salary,Bonus %,Senior Management,Team
764,Julie,,10/21/2000,1:15 AM,60361,7.099,True,Distribution
765,Brandon,Male,10/23/1995,12:04 PM,60263,2.709,False,Sales
766,Deborah,Female,11/11/2003,4:53 PM,60003,9.624,False,Client Services
767,Catherine,Female,8/31/1986,6:20 PM,59970,12.801,False,Client Services
768,Ruth,Female,2/17/2004,5:38 AM,59969,14.064,True,Finance
769,Henry,Male,5/12/1986,2:04 AM,59943,1.432,False,Finance
770,Fred,,12/2/1984,2:03 PM,59937,12.045,True,Human Resources
771,Jose,Male,7/11/2002,9:15 AM,59862,3.269,False,Product
772,Todd,Male,4/13/1999,10:31 AM,59728,11.226,True,Client Services
773,Jane,Female,4/27/2012,2:12 PM,59680,15.211,True,Business Development
774,Ruth,Female,9/2/1980,6:52 AM,59678,10.895,False,Distribution
775,Lillian,Female,6/5/2016,6:09 AM,59414,1.256,False,Product
776,Harry,Male,11/19/1982,11:25 AM,59277,10.2,False,Finance
777,,Female,3/23/2014,1:28 PM,59148,9.061,,Legal
778,Beverly,Female,10/22/1990,2:45 PM,59070,19.064,True,Engineering
779,Walter,Male,8/4/2007,1:59 PM,58789,5.461,False,Sales
780,Aaron,Male,1/29/1994,6:48 PM,58755,5.097,True,Marketing
781,Ashley,Female,8/4/2002,11:00 AM,58698,6.811,True,Business Development
782,Frank,,11/20/2001,10:18 AM,58563,12.062,True,Marketing
783,Jennifer,,1/24/1989,8:38 PM,58520,16.231,True,Client Services
784,Nicholas,,9/9/1989,7:12 PM,58478,6.525,True,Distribution
785,Paula,Female,5/21/1983,11:42 AM,58423,10.833,False,Business Development
786,Terry,Male,10/21/2010,11:18 PM,58357,7.969,False,Engineering
787,Edward,Male,11/27/1997,1:00 AM,58327,17.095,True,Finance
788,Sarah,,11/21/1985,1:08 PM,58295,14.603,True,Engineering
789,Scott,Male,5/12/2009,4:36 AM,58248,3.914,False,Business Development
790,Randy,Male,11/14/1999,12:12 PM,58129,1.952,True,Distribution
791,,Female,6/12/2007,5:25 PM,58112,19.414,,Marketing
792,Catherine,Female,8/31/2013,7:24 PM,58047,14.858,True,Distribution
793,Shawn,Male,12/29/2006,3:05 AM,57871,4.02,True,Human Resources
794,,Female,7/24/1982,12:00 AM,57811,8.941,,Marketing
795,Carol,Female,3/19/1996,3:39 AM,57783,9.129,False,Finance
796,Katherine,Female,11/14/1999,8:15 AM,57531,1.767,False,Client Services
797,Linda,Female,10/19/1981,8:49 PM,57427,9.557,True,Client Services
798,Michelle,Female,3/30/1984,6:43 PM,57325,17.179,True,Human Resources
799,Kathryn,Female,10/27/1995,3:39 PM,57300,18.015,False,Marketing
800,Ryan,Male,11/16/2012,1:47 PM,57292,6.01,False,
801,Mark,Male,4/12/2008,5:40 PM,57286,5.025,True,Business Development
802,Randy,Male,2/25/2012,5:33 AM,57266,14.077,False,Product
803,Jonathan,Male,4/6/1995,10:38 PM,56993,18.623,False,Marketing
804,Rose,Female,10/30/2004,4:34 PM,56961,7.585,False,Marketing
805,Julie,Female,3/23/1986,9:26 AM,56926,7.507,False,Sales
806,Peter,Male,2/22/2003,9:09 AM,56580,8.411,True,
807,Irene,Female,3/3/1982,8:26 AM,56526,5.81,True,Finance
808,Tina,Female,5/15/1997,3:53 PM,56450,19.04,True,Engineering
809,Jeremy,,11/10/1996,1:49 PM,55394,3.18,True,Sales
810,Willie,Male,6/6/2006,9:45 AM,55281,4.935,True,Marketing
811,Margaret,Female,5/5/2014,6:01 AM,55044,4.078,False,Sales
812,Willie,Male,8/22/2009,1:03 PM,55038,19.691,False,Legal
813,Rachel,Female,6/23/2011,12:52 AM,54941,3.221,True,Distribution
814,Pamela,Female,7/1/1982,6:51 AM,54585,4.166,False,Product
815,William,Male,11/18/1993,12:27 PM,54058,5.182,True,Human Resources
816,Bobby,Male,5/7/2007,10:01 AM,54043,3.833,False,Product
817,Carl,Male,7/7/2010,1:33 PM,54033,15.528,True,Business Development
818,Lois,Female,7/28/2012,11:39 AM,53954,19.075,False,Product
819,Michelle,Female,11/4/1996,9:34 PM,53754,5.455,True,Product
820,Steve,,8/27/2009,3:41 PM,53692,4.785,True,Marketing
821,Ernest,Male,9/6/1997,2:02 PM,53335,9.192,False,Product
822,Kathryn,Female,8/29/2007,6:10 AM,53061,11.864,True,Finance
823,Kimberly,Female,4/20/1986,3:55 PM,52970,4.513,False,Sales
824,Helen,Female,10/31/1997,2:43 AM,52875,4.188,False,Legal
825,Elizabeth,,2/16/1981,3:58 AM,52730,12.525,False,Marketing
826,Earl,Male,2/11/2014,9:03 PM,52620,13.773,False,Product
827,Terry,Male,9/3/1990,9:15 PM,52226,19.135,False,Client Services
828,Aaron,Male,7/22/1990,2:53 PM,52119,11.343,True,Client Services
829,Cheryl,Female,9/23/2008,2:57 AM,52080,9.375,False,Legal
830,Jane,Female,1/12/1992,1:23 PM,51923,13.623,False,Business Development
831,Steve,Male,1/11/2002,9:17 PM,51821,1.197,True,Legal
832,Bobby,Male,9/23/1994,1:29 AM,51685,17.445,True,Engineering
833,Shawn,Male,3/13/2008,5:36 PM,51667,6.339,False,Product
834,Cynthia,Female,9/14/1991,1:08 PM,51633,13.472,True,Business Development
835,Betty,Female,6/28/2005,6:03 PM,51613,12.984,False,Distribution
836,Evelyn,Female,9/22/1998,7:55 PM,51525,10.366,False,Finance
837,Linda,Female,8/18/1985,4:34 AM,51431,13.295,False,Engineering
838,Roger,Male,11/19/2004,3:55 PM,51430,6.46,False,Marketing
839,Alice,Female,5/2/1986,1:50 AM,51395,2.378,True,Finance
840,Rachel,Female,8/16/1999,6:53 AM,51178,9.735,True,Finance
841,Janice,Female,3/12/2016,12:40 AM,51082,11.955,False,Legal
842,Eric,Male,6/15/1993,3:56 AM,51070,13.806,True,Business Development
843,Joyce,Female,7/25/2001,6:04 AM,51065,16.807,False,Human Resources
844,Kathy,Female,4/19/1995,12:46 AM,50905,9.404,True,Finance
845,Joyce,Female,2/7/1995,7:38 AM,50701,14.227,True,
846,Joe,Male,4/14/2000,3:14 PM,50645,11.119,False,Marketing
847,Julie,,5/8/1980,6:31 AM,50529,17.263,False,Finance
848,Ralph,Male,3/24/1996,11:54 AM,50455,16.248,False,Business Development
849,Ronald,Male,5/25/1983,10:05 AM,50426,18.536,True,Sales
850,George,Male,6/5/2015,5:40 AM,50369,18.9,True,Sales
851,Christine,,6/15/1980,6:00 PM,50366,9.862,True,Marketing
852,Carlos,Male,7/28/2010,3:08 PM,50167,2.362,False,Product
853,Stephanie,Female,3/24/1983,11:15 AM,50141,13.218,True,Human Resources
854,Henry,Male,2/23/2007,3:24 AM,49665,18.338,False,Business Development
855,Jeremy,Male,6/8/2000,12:15 AM,49542,1.679,True,Distribution
856,Rose,Female,1/2/2002,9:14 PM,49538,9.828,False,Client Services
857,Diane,Female,2/2/1988,6:14 PM,49501,13.506,False,Business Development
858,Timothy,Male,10/6/2010,10:49 PM,49473,12.463,False,Legal
859,Patricia,Female,9/1/2003,6:46 AM,49368,14.226,False,Human Resources
860,Todd,Male,2/18/1990,2:41 AM,49339,1.695,True,Human Resources
861,Carl,,2/11/1982,7:54 AM,49325,2.071,True,Business Development
862,Gary,Male,8/18/2011,8:12 AM,49101,11.9,True,Business Development
863,Paula,,11/23/2005,2:01 PM,48866,4.271,False,Distribution
864,Debra,Female,3/13/1998,11:16 PM,48696,4.75,False,Legal
865,Judy,Female,4/5/2011,1:44 AM,48668,11.716,True,Product
866,Ruby,Female,8/13/2006,6:27 PM,48354,19.501,False,Business Development
867,,Female,4/1/1980,8:04 PM,48141,12.605,,
868,Melissa,Female,6/21/2005,6:33 AM,48109,14.995,False,Finance
869,Earl,Male,6/15/2013,3:00 AM,48046,7.737,False,Marketing
870,Jeremy,Male,5/29/1994,6:24 AM,47885,19.276,True,Human Resources
871,Richard,Male,7/4/1997,11:47 AM,47647,18.787,True,
872,Alice,Female,10/5/2004,9:34 AM,47638,11.209,False,Human Resources
873,Heather,Female,7/29/1983,10:48 AM,47605,14.955,True,Human Resources
874,Raymond,Male,12/12/1986,12:18 PM,47529,2.712,True,Product
875,Christopher,Male,3/30/2008,10:52 AM,47369,14.822,False,Legal
876,Barbara,Female,3/21/2002,8:02 AM,47322,7.25,True,Sales
877,Mildred,Female,2/21/1981,3:30 AM,47266,10.256,False,Client Services
878,Kenneth,Male,12/14/1985,6:55 AM,47232,17.862,True,Legal
879,,Male,10/24/1986,9:23 AM,47176,10.736,,Finance
880,Michael,Male,7/13/1988,1:48 PM,47079,2.617,False,Legal
881,Deborah,Female,11/25/1980,4:33 AM,46953,17.436,False,Client Services
882,Jeremy,Male,8/12/1981,12:05 AM,46930,18.702,True,Finance
883,Virginia,Female,10/20/1999,6:23 AM,46905,19.154,False,Distribution
884,Roy,Male,5/10/2004,1:22 PM,46875,12.942,True,Sales
885,Judy,,7/15/2011,3:38 PM,46829,5.19,True,Finance
886,Rebecca,Female,3/5/2000,10:33 AM,46750,11.367,True,Sales
887,Louise,Female,5/13/2003,9:47 AM,46666,1.886,True,Business Development
888,Amanda,,8/11/1991,2:15 PM,46665,19.391,True,Client Services
889,Gloria,Female,8/19/2004,10:31 AM,46602,1.027,True,Business Development
890,Karen,Female,1/9/2014,10:09 PM,46478,16.552,False,Engineering
891,Lawrence,Male,7/3/1995,10:55 PM,46378,9.127,False,
892,Harry,,12/5/1996,5:45 AM,46240,6.976,True,Engineering
893,Kimberly,Female,1/26/2013,12:57 AM,46233,8.862,True,Engineering
894,Kevin,Male,7/12/1997,2:07 AM,46080,9.635,False,Business Development
895,Sharon,Female,7/1/2011,9:50 AM,46007,19.731,True,Client Services
896,,Female,7/20/2015,10:43 AM,45906,11.598,,Finance
897,Helen,,12/2/1993,1:42 PM,45724,1.022,False,Product
898,Kathy,Female,1/14/2001,5:11 AM,45682,1.451,True,Marketing
899,Anna,,3/13/1985,9:19 AM,45418,10.162,False,Marketing
900,Victor,Male,3/10/2010,5:01 PM,45267,3.942,True,Sales
901,Melissa,Female,10/22/2002,1:20 AM,45223,8.879,True,Legal
902,Adam,Male,10/8/2010,9:53 PM,45181,3.491,False,Human Resources
903,Jeffrey,Male,6/18/1997,8:01 PM,45150,12.075,True,Product
904,Albert,Male,9/19/1992,2:35 AM,45094,5.85,True,Business Development
905,Craig,Male,11/1/2005,11:31 PM,44857,13.266,False,Finance
906,Mark,,9/9/2006,12:27 PM,44836,2.657,False,Client Services
907,Ruth,Female,8/12/1986,7:29 PM,44639,9.148,True,Legal
908,Anne,Female,3/7/2000,6:45 AM,44537,18.284,True,Client Services
909,Linda,Female,2/4/2010,8:49 PM,44486,17.308,True,Engineering
910,Nicole,Female,3/1/2004,5:17 PM,44021,10.286,False,
911,Samuel,Male,8/7/1997,12:40 PM,43694,3.787,True,Engineering
912,Michael,Male,1/24/2002,3:04 AM,43586,12.659,False,
913,Henry,Male,4/24/1995,4:18 AM,43542,19.687,False,Legal
914,Maria,Female,10/15/2011,4:53 PM,43455,13.04,False,Engineering
915,Andrew,Male,3/29/1985,6:57 PM,43414,7.563,True,Client Services
916,Jeremy,Male,8/9/2001,3:56 AM,43354,13.946,False,Marketing
917,Barbara,,8/2/2002,5:13 AM,43312,8.218,True,Legal
918,Steven,Male,9/7/1986,12:32 AM,43252,18.892,False,Client Services
919,Louise,Female,3/27/1995,10:27 PM,43050,11.671,False,Distribution
920,Heather,Female,7/11/1998,2:17 PM,43026,14.166,False,Client Services
921,Sean,Male,2/11/2013,7:07 PM,42748,9.765,False,Distribution
922,,Male,11/25/1999,6:16 AM,42676,15.517,,Sales
923,Kathleen,Female,8/28/2004,10:49 AM,42553,3.756,True,Distribution
924,Jane,Female,6/1/1994,8:39 AM,42424,18.115,False,Distribution
925,Phillip,Male,1/31/1984,6:30 AM,42392,19.675,False,Finance
926,,Female,7/9/1991,6:52 PM,42341,7.014,,Sales
927,Debra,Female,5/28/2006,6:51 AM,42296,16.922,False,Product
928,Mary,Female,8/22/2010,8:03 AM,42214,17.538,True,Business Development
929,Bonnie,Female,12/17/1999,3:12 PM,42153,8.454,True,Business Development
930,Paul,Male,8/4/1993,7:25 PM,42146,3.046,False,Legal
931,Sandra,Female,1/19/1983,7:25 AM,42090,8.842,True,Legal
932,Laura,Female,4/2/2006,1:57 PM,42087,2.624,False,Product
933,Theresa,,10/7/1995,10:16 AM,42025,3.319,True,Human Resources
934,Antonio,Male,6/6/1999,10:54 PM,41928,5.478,True,
935,Diana,Female,6/13/1994,4:21 PM,41831,4.548,False,Business Development
936,Robin,Female,10/1/2012,2:44 AM,41808,19.239,False,Business Development
937,Katherine,Female,12/19/2000,1:40 AM,41643,4.659,True,Distribution
938,Thomas,,8/31/1995,8:31 PM,41549,3.95,False,Sales
939,Alan,Male,2/17/2012,12:26 AM,41453,10.084,False,Product
940,Nicole,,5/2/1981,12:03 PM,41449,4.707,False,Finance
941,Douglas,Male,1/8/2002,6:42 PM,41428,14.372,False,Product
942,Kelly,Female,8/16/1996,3:09 AM,41427,1.431,False,Product
943,Kimberly,Female,1/14/1999,7:13 AM,41426,14.543,True,Finance
944,Shirley,Female,5/1/1984,1:15 PM,41334,6.219,True,Human Resources
945,Terry,,9/11/1992,4:41 PM,41238,8.219,False,Marketing
946,Robin,,12/20/2005,2:42 PM,41230,6.611,True,Distribution
947,Janice,Female,1/2/1984,9:06 PM,41190,3.311,True,Sales
948,,,12/17/2011,8:29 AM,41126,14.009,,Sales
949,Paul,Male,6/3/2008,3:05 PM,41054,12.299,False,Marketing
950,Irene,Female,2/4/1982,5:26 PM,40837,12.182,True,Client Services
951,,Male,2/4/2005,1:01 PM,40451,16.044,,Distribution
952,Alan,,3/3/2014,1:28 PM,40341,17.578,True,Finance
953,,,9/18/2007,6:59 PM,40297,6.185,,Client Services
954,Lisa,Female,7/8/2000,9:19 PM,40121,6.293,False,Product
955,Annie,Female,12/19/1994,6:19 AM,40119,4.338,True,Human Resources
956,Gloria,Female,10/24/1987,4:43 AM,39833,9.631,False,Engineering
957,Kelly,Female,3/17/2007,6:20 PM,39371,4.068,False,Engineering
958,Shawn,Male,3/17/2008,2:12 PM,39335,10.664,False,Distribution
959,Peter,,9/3/1987,5:59 PM,38989,7.017,True,Marketing
960,Norma,Female,4/16/1996,5:40 AM,38872,9.302,True,Business Development
961,Joan,,7/25/1980,12:22 PM,38712,3.657,False,Client Services
962,George,,2/24/1988,11:29 AM,38375,8.999,False,Legal
963,Justin,,2/10/1991,4:58 PM,38344,3.794,False,Legal
964,,Female,6/24/2014,10:05 AM,38275,10.494,,Distribution
965,Judy,Female,2/1/1990,3:32 PM,38092,5.668,False,Distribution
966,Lisa,Female,2/26/2005,6:33 PM,38078,10.28,True,Product
967,Robert,Male,10/27/1990,7:15 PM,38041,18.428,True,Engineering
968,Howard,Male,4/9/2012,6:36 AM,37984,2.021,False,Distribution
969,Christopher,Male,4/22/2000,10:15 AM,37919,11.449,False,
970,Kimberly,Female,12/6/1986,2:23 PM,37916,12.929,True,Distribution
971,Andrea,Female,12/10/2001,6:40 AM,37888,13.47,False,Engineering
972,Raymond,Male,2/16/2009,10:38 PM,37812,3.178,False,Human Resources
973,Sarah,,8/31/1981,2:51 PM,37748,9.047,False,Human Resources
974,Craig,Male,2/27/2000,7:45 AM,37598,7.757,True,Marketing
975,Scott,Male,8/20/2011,8:08 AM,37385,8.226,True,Business Development
976,Sarah,Female,11/3/1980,2:47 PM,37259,1.763,False,Client Services
977,,Male,10/8/2012,1:12 AM,37076,18.576,,Client Services
978,Betty,Female,11/19/2002,10:40 AM,37005,7.645,True,Marketing
979,Lois,Female,10/18/2013,4:51 PM,36946,6.652,False,Engineering
980,Janet,Female,7/12/2008,12:10 PM,36927,18.769,False,Client Services
981,Stephanie,Female,9/13/1986,1:52 AM,36844,5.574,True,Business Development
982,Phillip,Male,10/7/1984,11:05 AM,36837,14.66,False,Marketing
983,Evelyn,Female,9/3/1983,1:58 PM,36759,17.269,True,Marketing
984,George,Male,9/27/1995,5:04 PM,36749,19.754,False,Finance
985,Emily,Female,1/13/1988,6:42 AM,36711,19.028,True,Human Resources
986,Denise,Female,3/18/2001,12:02 AM,36697,11.196,True,Sales
987,Kimberly,Female,7/15/1997,5:57 AM,36643,7.953,False,Marketing
988,Julia,Female,3/2/1982,12:52 PM,36403,2.664,True,Finance
989,Maria,Female,12/27/1990,9:57 PM,36067,9.64,True,Product
990,Frances,Female,5/16/2014,8:31 AM,35884,17.667,False,Sales
991,Bruce,Male,5/7/1980,8:00 PM,35802,12.391,True,Sales
992,Terry,Male,11/10/2004,4:33 AM,35633,3.947,True,Distribution
993,Kathleen,Female,6/13/2014,9:16 AM,35575,14.595,False,Distribution
994,Christina,Female,6/23/2002,3:18 PM,35477,18.178,False,Human Resources
995,Cynthia,Female,7/5/1986,1:24 AM,35381,11.749,False,Finance
996,Matthew,Male,1/2/2013,10:33 PM,35203,18.04,False,Human Resources
997,Steven,Male,3/30/1980,9:20 PM,35095,8.379,True,Client Services
998,Kevin,Male,3/25/1982,7:31 AM,35061,5.128,False,Legal
999,Michael,Male,7/30/1993,5:35 PM,35013,14.879,False,Product
